,word,lang,pairs_eng,pairs_cat,pairs_esp,pairs_ger,pairs_por,pairs_pol,pairs_ita,pairs_swe,pairs_fre,pairs_rus,diptongos
2200,comienzo,3,0,0,0,0,0,0,0,0,1,0,1
2201,puede que,3,1,0,1,1,1,1,1,0,0,0,1
2202,historia,3,1,0,0,1,0,0,0,1,0,0,1
2203,sierra,3,0,0,1,0,1,0,0,0,1,0,1
2204,lejos,3,0,0,0,0,0,0,0,0,0,0,0
2205,mar,3,0,0,0,0,0,0,0,0,0,0,0
2206,dibujar,3,0,0,0,0,0,1,0,0,0,0,0
2207,izquierda,3,1,0,1,1,1,0,1,0,1,0,2
2208,tarde,3,0,0,0,0,0,0,0,0,0,0,0
2209,correr,3,0,0,1,0,1,0,0,0,0,0,0
2210,no,3,0,0,0,0,0,0,0,0,0,0,0
2211,tiempo,3,0,0,0,0,0,0,0,0,1,0,1
2212,prensa,3,0,2,1,0,0,0,0,0,0,0,0
2213,cerca,3,0,1,0,0,0,0,0,0,0,0,0
2214,noche,3,1,0,1,0,0,1,2,1,2,0,0
2215,real,3,0,0,0,0,0,0,0,0,0,0,1
2216,vida,3,0,0,0,0,0,1,0,0,0,0,0
2217,pocos,3,0,0,0,0,0,0,0,0,0,0,0
2218,norte,3,0,0,0,0,0,0,0,0,0,0,0
2219,libro,3,0,1,0,0,0,0,0,0,0,0,0
2220,llevar,3,0,1,1,0,0,0,0,1,0,0,0
2221,tomó,3,0,0,0,0,0,0,0,0,0,0,0
2222,ciencias,3,0,2,1,0,1,0,1,0,1,0,2
2223,comer,3,0,0,0,0,0,0,0,0,0,0,0
2224,habitación,3,0,0,0,0,0,0,1,0,0,0,1
2225,amigo,3,0,0,0,0,0,0,0,0,0,0,0
2226,empezó,3,0,0,0,0,0,0,0,0,0,0,0
2227,ocurrencia,3,0,2,2,0,2,0,1,0,0,0,1
2228,pez,3,0,0,0,0,0,0,0,0,0,0,0
2229,montaña,3,0,0,1,0,0,0,0,0,0,0,0
2230,deténgase,3,1,0,0,1,0,0,0,1,0,0,0
2231,una vez,3,0,0,0,0,0,0,0,0,0,0,0
2232,base,3,0,0,0,0,0,0,0,0,0,0,0
2233,oír,3,0,0,0,0,0,0,0,0,0,0,1
2234,caballo,3,0,1,1,0,0,0,0,1,0,0,0
2235,corte,3,0,0,0,0,0,0,0,0,0,0,0
2236,por supuesto,3,1,0,0,1,0,0,0,1,1,0,1
2237,reloj,3,0,0,0,0,0,0,0,0,0,0,0
2238,color,3,0,0,0,0,0,0,0,0,0,0,0
2239,cara,3,0,0,0,0,0,0,0,0,0,0,0
2240,madera,3,0,0,0,0,0,0,0,0,0,0,0
2241,principal,3,0,4,2,0,1,0,1,0,1,0,0
2242,abierto,3,0,0,0,0,0,0,0,0,1,0,1
2243,parecer,3,0,0,0,0,0,0,0,0,0,0,0
2244,juntos,3,0,0,1,0,0,0,0,0,0,0,0
2245,siguiente,3,0,0,2,0,1,0,0,0,2,0,2
2246,blanco,3,0,3,1,0,1,0,1,0,0,0,0
2247,niños,3,0,0,0,0,0,0,0,0,0,0,0
2248,empezar,3,0,0,0,0,0,0,0,0,0,0,0
2249,obtuvo,3,0,0,0,0,0,0,0,0,0,0,0
2250,caminar,3,0,0,0,0,0,0,0,0,1,0,0
2251,ejemplo,3,0,0,0,0,0,0,0,0,0,0,0
2252,facilitar,3,0,0,0,0,0,0,1,0,0,0,0
2253,papel,3,0,0,0,0,0,0,0,0,0,0,0
2254,grupo,3,0,0,0,0,0,0,0,0,0,0,0
2255,siempre,3,0,2,1,0,0,0,0,0,1,0,1
2256,música,3,0,0,0,0,0,0,0,0,0,0,0
2257,aquellos,3,1,1,2,1,1,0,1,1,0,0,1
2258,ambas cosas,3,0,0,1,0,0,0,0,0,0,0,0
2259,marcos,3,0,1,0,0,0,0,0,0,0,0,0
2260,con frecuencia,3,0,3,1,0,1,0,1,0,0,0,2
2261,carta,3,0,0,0,0,0,0,0,0,0,0,0
2262,hasta que,3,2,0,1,2,1,0,1,1,0,0,1
2263,milla,3,0,1,1,0,0,0,1,1,0,0,0
2264,río,3,0,0,0,0,0,0,0,0,0,0,1
2265,coche,3,1,0,1,0,0,1,2,1,2,0,0
2266,pies,3,0,0,0,0,0,0,0,0,2,0,1
2267,cuidado,3,0,0,0,0,0,1,0,0,0,0,1
2268,segundo,3,0,1,2,0,1,0,0,0,0,0,0
2269,suficiente,3,0,0,1,0,0,0,1,0,2,0,1
2270,sencillo,3,0,3,2,0,1,0,1,1,0,0,0
2271,chica,3,1,0,1,0,0,1,2,1,1,0,0
2272,habitual,3,0,0,0,0,0,0,0,0,0,0,1
2273,joven,3,0,0,0,0,0,0,0,0,0,0,0
2274,listo,3,1,0,0,1,0,0,0,1,0,0,0
2275,arriba,3,0,0,1,0,1,0,0,0,0,0,0
2276,alguna vez,3,0,0,1,0,1,0,0,0,0,0,0
2277,rojo,3,0,0,0,0,0,0,0,0,0,0,0
2278,lista,3,1,0,0,1,0,0,0,1,0,0,0
2279,aunque,3,1,0,1,1,1,0,1,0,0,0,2
2280,sentir,3,0,0,1,0,0,0,0,0,1,0,0
2281,hablar,3,0,1,0,0,0,0,1,0,0,0,0
2282,pájaro,3,0,0,0,0,0,0,0,0,0,0,0
2283,pronto,3,0,2,2,0,0,0,0,0,0,0,0
2284,cuerpo,3,0,0,0,0,0,0,0,0,0,0,1
2285,perro,3,0,0,1,0,1,0,0,0,0,0,0
2286,familia,3,0,0,0,0,0,0,0,0,0,0,1
2287,directo,3,0,0,0,0,0,1,0,0,0,0,0
2288,pose,3,0,0,0,0,0,0,0,0,0,0,0
2289,abandonar,3,0,1,1,0,0,0,0,0,0,0,0
2290,canción,3,0,2,1,0,1,0,1,0,0,0,1
2291,medida,3,0,0,0,0,0,3,0,0,0,0,0
2292,puerta,3,0,0,0,0,0,0,0,0,0,0,1
2293,producto,3,0,2,1,0,0,0,0,0,0,0,0
2294,negro,3,0,0,0,0,0,0,1,0,0,0,0
2295,corto,3,0,0,0,0,0,0,0,0,0,0,0
2296,número,3,0,0,0,0,0,0,0,0,0,0,0
2297,clase,3,0,0,0,0,0,0,1,0,0,0,0
2298,viento,3,0,0,1,0,0,0,0,0,2,0,1
2299,pregunta,3,0,2,3,0,1,0,0,0,0,0,0
2300,suceder,3,0,0,0,0,0,1,0,0,0,0,0
2301,completo,3,0,0,0,0,0,0,0,0,0,0,0
2302,embarcacion,3,0,1,1,0,0,0,3,0,0,0,1
2303,área,3,0,0,0,0,0,0,0,0,0,0,1
2304,mitad,3,0,0,0,0,0,0,0,0,0,0,0
2305,roca,3,0,0,0,0,0,0,0,0,0,0,0
2306,ordenar,3,0,0,0,0,0,0,0,0,0,0,0
2307,fuego,3,0,0,0,0,0,0,0,0,0,0,1
2308,sur,3,0,0,0,0,0,0,0,0,0,0,0
2309,problema,3,0,3,1,0,0,0,0,0,0,0,0
2310,pieza,3,0,0,0,0,0,0,0,0,1,0,1
2311,dicho,3,1,0,1,0,0,2,2,1,1,0,0
2312,supo,3,0,0,0,0,0,0,0,0,0,0,0
2313,pasar,3,0,0,0,0,0,0,0,0,0,0,0
2314,ya que,3,1,0,1,1,1,0,1,0,0,0,1
2315,parte superior,3,0,0,0,0,0,0,2,0,0,0,1
2316,entero,3,0,0,1,0,0,0,0,0,1,0,0
2317,rey,3,0,0,0,0,0,0,0,0,0,0,0
2318,calle,3,0,1,1,0,0,0,0,1,0,0,0
2319,pulgada,3,0,0,0,0,0,0,0,0,0,0,0
2320,multiplicar,3,0,0,0,0,0,0,0,0,0,0,0
2321,nada,3,0,0,0,0,0,0,0,0,0,0,0
2322,curso,3,0,0,0,0,0,0,0,0,0,0,0
2323,quédate,3,1,0,1,1,1,0,1,0,0,0,1
2324,rueda,3,0,0,0,0,0,1,0,0,0,0,1
2325,completo,3,0,0,0,0,0,0,0,0,0,0,0
2326,fuerza,3,0,0,0,0,0,1,0,0,0,0,1
2327,azul,3,0,0,0,0,0,0,0,0,0,0,0
2328,objeto,3,0,0,0,0,0,0,0,0,0,0,0
2329,decidir,3,0,0,0,0,0,2,1,1,0,0,0
2330,superficie,3,0,0,0,0,0,0,1,0,1,0,1
2331,profundo,3,0,3,2,0,0,0,0,0,0,0,0
2332,luna,3,0,0,0,0,0,0,0,0,0,0,0
2333,isla,3,0,0,0,0,0,0,1,0,0,0,0
2334,pie,3,0,0,0,0,0,0,0,0,1,0,1
2335,sistema,3,1,0,0,1,0,0,0,1,0,0,0
2336,ocupado,3,0,0,0,0,0,0,0,0,0,0,0
2337,prueba,3,0,2,1,0,0,0,0,0,0,0,1
2338,registro,3,3,0,0,2,0,0,0,1,0,0,0
2339,barco,3,0,1,0,0,0,0,0,0,0,0,0
2340,común,3,0,0,0,0,0,0,0,0,0,0,0
2341,oro,3,0,0,0,0,0,0,0,0,0,0,0
2342,posible,3,0,1,0,0,0,0,0,0,0,0,0
2343,plano,3,0,0,0,0,0,0,1,0,0,0,0
2344,lugar,3,0,0,0,0,0,0,0,0,0,0,0
2345,seco,3,0,0,0,0,0,0,0,0,0,0,0
2346,preguntarse,3,0,2,3,0,1,0,0,0,0,0,0
2347,risa,3,0,0,0,0,0,0,0,0,0,0,0
2348,mil,3,0,0,0,0,0,0,0,0,0,0,0
2349,atrás,3,2,0,0,0,0,0,0,0,0,0,0
2350,corrió,3,0,0,1,0,1,0,0,0,0,0,1
2351,controlar,3,2,0,1,0,0,0,1,0,0,0,0
2352,juego,3,0,0,0,0,0,0,0,0,0,0,1
2353,forma,3,0,0,0,0,1,0,0,0,0,0,0
2354,equiparar,3,1,0,1,1,1,0,1,0,0,0,1
2355,caliente,3,0,0,1,0,0,0,0,0,2,0,1
2356,señorita,3,0,0,0,0,0,0,0,0,0,0,0
2357,trajo,3,2,0,0,0,0,0,0,0,0,0,0
2358,calor,3,0,0,0,0,0,0,0,0,0,0,0
2359,nieve,3,0,0,0,0,0,0,0,0,1,0,1
2360,neumático,3,0,0,0,0,0,0,1,0,0,0,1
2361,traer,3,2,0,0,0,0,0,0,0,0,0,1
2362,sí,3,0,0,0,0,0,0,0,0,0,0,0
2363,distante,3,1,0,1,1,0,1,0,1,0,0,0
2364,llenar,3,0,1,1,0,0,0,0,1,0,0,0
2365,pintar,3,0,0,1,0,0,0,0,0,1,0,0
2366,idioma,3,0,0,0,0,0,2,2,0,0,0,1
2367,entre,3,2,0,1,0,0,0,0,0,1,0,0
2368,unidad,3,0,0,0,0,0,1,0,0,0,0,0
2369,energía,3,0,0,0,0,0,0,1,0,0,0,1
2370,pueblo,3,0,1,0,0,0,0,0,0,0,0,1
2371,multa,3,0,0,0,0,0,0,0,0,0,0,0
2372,cierto,3,0,0,0,0,0,0,1,0,1,0,1
2373,volar,3,0,0,0,0,0,0,1,0,0,0,0
2374,otoño,3,0,0,0,0,0,0,0,0,0,0,0
2375,plomo,3,0,0,0,0,0,0,0,0,0,0,0
2376,llorar,3,0,1,1,0,0,0,0,1,0,0,0
2377,oscuro,3,0,1,0,0,1,0,1,0,0,0,0
2378,máquina,3,1,0,1,1,1,0,1,0,1,0,1
2379,nota,3,0,0,0,0,0,0,0,0,0,0,0
2380,espere,3,0,0,0,1,0,0,0,0,1,0,0
2381,plan,3,0,0,0,0,0,0,1,0,0,0,0
2382,figura,3,0,0,1,0,1,0,0,0,0,0,0
2383,estrella,3,3,1,1,2,0,0,1,2,1,0,0
2384,caja,3,0,0,0,0,0,0,0,0,0,0,0
2385,sustantivo,3,1,0,1,1,0,0,0,1,0,0,0
2386,campo,3,0,0,0,0,0,0,0,0,0,0,0
2387,descansar,3,0,1,0,0,1,0,1,0,1,0,0
2388,correcto,3,0,0,1,0,1,0,0,0,0,0,0
2389,poder,3,0,0,0,0,0,0,0,0,0,0,0
2390,libra,3,0,1,0,0,0,0,0,0,0,0,0
2391,hecho,3,1,0,1,0,0,1,2,1,1,0,0
2392,belleza,3,0,1,1,0,0,0,0,1,0,0,0
2393,conducir,3,0,1,1,0,0,0,1,0,0,0,0
2394,permaneció,3,0,0,0,0,1,0,2,0,0,0,1
2395,contener,3,0,0,1,0,0,0,1,0,0,0,0
2396,frente,3,0,1,1,0,0,0,0,0,1,0,0
2397,enseñar,3,0,0,0,0,0,0,0,0,0,0,0
2398,semana,3,0,0,0,0,0,0,0,0,0,0,0
2399,final,3,0,0,0,0,0,0,0,0,1,0,0
2400,dio,3,0,0,0,0,0,1,2,0,0,0,1
2401,verde,3,0,0,0,0,0,0,0,0,0,0,0
2402,oh,3,0,0,0,0,0,0,0,0,0,0,0
2403,rápido,3,0,0,0,0,0,1,0,0,0,0,0
2404,desarrollar,3,0,1,2,0,1,0,1,1,1,0,0
2405,oceano,3,0,0,0,0,0,0,0,0,0,0,1
2406,cálido,3,0,0,0,0,0,1,0,0,0,0,0
2407,libre,3,0,1,0,0,0,0,0,0,0,0,0
2408,minuto,3,0,0,0,0,0,0,0,0,1,0,0
2409,fuerte,3,0,0,0,0,0,0,0,0,0,0,1
2410,especial,3,0,0,0,1,0,0,1,0,1,0,1
2411,mente,3,0,0,1,0,0,0,0,0,1,0,0
2412,detrás,3,2,0,0,0,0,0,0,0,0,0,0
2413,claro,3,0,0,0,0,0,0,1,0,0,0,0
2414,cola,3,0,0,0,0,0,0,1,0,0,0,0
2415,producir,3,0,2,1,0,0,0,1,0,0,0,0
2416,hecho,3,1,0,1,0,0,1,2,1,1,0,0
2417,espacio,3,0,0,0,1,0,0,3,0,1,0,1
2418,escuchó,3,1,1,1,0,1,1,3,1,2,0,0
2419,mejor,3,0,0,0,0,0,0,0,0,0,0,0
2420,hora,3,0,0,0,0,0,0,0,0,0,0,0
2421,mejor,3,0,0,0,0,0,0,0,0,0,0,0
2422,cierto,3,0,0,0,0,0,0,1,0,1,0,1
2423,durante,3,0,0,1,0,0,0,0,0,0,0,0
2424,ciento,3,0,0,1,0,0,0,1,0,2,0,1
2425,cinco,3,0,2,1,0,1,0,1,0,1,0,0
2426,recuerda,3,0,0,0,0,0,0,0,0,0,0,1
2427,paso,3,0,0,0,0,0,0,0,0,0,0,0
2428,temprano,3,0,2,1,0,0,0,0,0,0,0,0
2429,mantener,3,0,0,1,0,0,0,1,0,0,0,0
2430,oeste,3,1,0,0,1,0,0,0,1,1,0,1
2431,terrestre,3,3,0,1,2,1,0,0,1,1,0,0
2432,interés,3,0,0,1,0,0,0,0,0,1,0,0
2433,alcanzar,3,0,0,0,0,0,0,0,0,0,0,0
2434,rápido,3,0,0,0,0,0,1,0,0,0,0,0
2435,verbo,3,0,0,0,0,0,0,0,0,0,0,0
2436,cantar,3,0,0,1,0,0,0,0,0,0,0,0
2437,escuchar,3,1,1,1,0,1,1,3,1,2,0,0
2438,seis,3,0,0,0,0,0,0,0,0,0,0,1
2439,mesa,3,0,0,0,0,0,0,0,0,1,0,0
2440,viajar,3,0,0,0,0,0,0,0,0,0,0,1
2441,menos,3,0,0,0,0,0,0,0,0,0,0,0
2442,mañana,3,0,0,0,0,0,0,0,0,0,0,0
2443,diez,3,0,0,0,0,0,1,0,0,1,0,1
2444,simple,3,0,0,0,0,0,0,0,0,0,0,0
2445,varios,3,0,0,0,0,0,0,2,0,0,0,1
2446,vocal,3,0,0,0,0,0,0,0,0,0,0,0
2447,hacia,3,0,0,0,0,0,0,1,0,0,0,1
2448,guerra,3,0,0,2,0,2,0,0,0,0,0,1
2449,poner,3,0,0,0,0,0,0,1,0,0,0,0
2450,contra,3,2,0,1,0,0,0,0,0,0,0,0
2451,patrón,3,2,0,0,0,0,0,0,0,0,0,0
2452,lento,3,0,0,1,0,0,0,0,0,1,0,0
2453,centro,3,2,0,1,0,0,0,0,0,1,0,0
2454,amor,3,0,0,0,0,0,0,0,0,0,0,0
2455,persona,3,0,0,0,0,0,0,0,0,0,0,0
2456,dinero,3,0,0,0,0,0,1,1,0,1,0,0
2457,atender,3,0,1,1,0,0,0,0,0,0,0,0
2458,aparecer,3,0,0,0,0,0,0,0,0,0,0,0
2459,la carretera,3,0,0,1,0,1,0,1,0,0,0,0
2460,mapa,3,0,0,0,0,0,0,0,0,0,0,0
2461,lluvia,3,0,1,1,0,0,0,0,1,0,0,1
2462,regla,3,0,0,0,0,0,0,2,0,0,0,0
2463,regir,3,0,0,0,0,0,0,0,0,0,0,0
2464,jalar,3,0,0,0,0,0,0,1,0,0,0,0
2465,frío,3,0,1,0,0,0,0,0,0,0,0,1
2466,aviso,3,0,0,0,0,0,0,0,0,0,0,0
2467,voz,3,0,0,0,0,0,0,0,0,0,0,0
2468,energía,3,0,0,0,0,0,0,1,0,0,0,1
2469,caza,3,0,0,0,0,0,0,0,0,0,0,0
2470,probable,3,0,3,1,0,0,0,0,0,0,0,0
2471,cama,3,0,0,0,0,0,0,0,0,0,0,0
2472,hermano,3,0,0,0,0,1,0,0,0,0,0,0
2473,huevo,3,0,0,0,0,0,0,0,0,0,0,1
2474,conducir,3,0,1,1,0,0,0,1,0,0,0,0
2475,célula,3,0,0,0,0,0,0,1,0,0,0,0
2476,creer,3,0,0,0,0,0,0,0,0,0,0,1
2477,quizás,3,1,0,1,1,1,0,1,0,0,0,1
2478,elegir,3,0,0,0,0,0,0,0,0,0,0,0
2479,repentino,3,0,0,1,0,0,0,0,0,2,0,0
2480,contar,3,0,0,1,0,0,0,0,0,0,0,0
2481,cuadrado,3,0,0,0,0,0,0,0,0,0,0,1
2482,razón,3,0,0,0,0,0,0,0,0,0,0,0
2483,longitud,3,1,0,0,1,0,0,0,1,0,0,0
2484,representar,3,0,2,2,0,0,0,0,0,2,0,0
2485,arte,3,0,0,0,0,0,0,0,0,0,0,0
2486,tema,3,0,0,0,0,0,0,0,0,0,0,0
2487,región,3,0,0,0,0,0,0,0,0,0,0,1
2488,talla,3,0,1,1,0,0,0,1,1,0,0,0
2489,variar,3,0,0,0,0,0,0,0,0,0,0,1
2490,asentarse,3,0,0,1,0,0,0,0,0,1,0,0
2491,hablar,3,0,1,0,0,0,0,1,0,0,0,0
2492,peso,3,0,0,0,0,0,0,0,0,1,0,0
2493,general,3,0,0,0,0,0,0,1,0,0,0,0
2494,hielo,3,0,0,0,0,0,0,0,0,1,0,1
2495,asunto,3,0,0,1,0,0,0,0,0,0,0,0
2496,circulo,3,0,1,0,0,0,0,1,0,0,0,0
2497,par,3,0,0,0,0,0,0,0,0,0,0,0
2498,incluir,3,0,2,1,0,1,0,0,0,1,0,1
2499,dividir,3,0,0,0,0,0,2,0,0,0,0,0
2500,sílaba,3,0,0,0,0,0,0,1,0,0,0,0
2501,sintió,3,0,0,1,0,0,0,0,0,1,0,1
2502,grandioso,3,0,1,1,0,0,1,2,0,0,0,1
2503,pelota,3,0,0,0,0,0,0,0,0,0,0,0
2504,aún,3,0,0,0,0,0,0,0,0,0,0,1
2505,ola,3,0,0,0,0,0,0,1,0,0,0,0
2506,soltar,3,0,0,0,0,0,0,0,0,0,0,0
2507,corazón,3,0,0,0,0,0,0,0,0,0,0,0
2508,soy,3,0,0,0,0,0,0,0,0,0,0,0
2509,presente,3,0,2,2,0,0,0,0,0,2,0,0
2510,pesado,3,0,0,0,0,0,0,0,0,1,0,0
2511,baile,3,0,0,0,0,0,0,0,0,0,0,1
2512,motor,3,0,0,0,0,0,0,0,0,0,0,0
2513,posición,3,0,0,0,0,0,0,1,0,0,0,1
2514,brazo,3,0,1,0,0,0,0,0,0,0,0,0
2515,amplio,3,0,0,0,0,0,0,2,0,0,0,1
2516,navegar,3,0,0,0,0,0,0,0,0,0,0,0
2517,material,3,0,0,0,0,0,0,0,0,0,0,1
2518,fracción,3,0,1,0,0,0,0,1,0,0,0,1
2519,bosque,3,1,0,1,1,1,0,1,0,0,0,1
2520,sentar,3,0,0,1,0,0,0,0,0,1,0,0
2521,la raza,3,0,0,0,0,0,0,1,0,0,0,0
2522,ventana,3,0,0,1,0,0,0,0,0,1,0,0
2523,tienda,3,0,1,1,0,0,0,0,0,1,0,1
2524,el verano,3,0,0,0,0,0,0,0,0,0,0,0
2525,tren,3,2,0,0,0,0,0,0,0,0,0,0
2526,dormir,3,0,0,0,0,1,0,0,0,0,0,0
2527,demostrar,3,3,0,0,2,0,0,0,1,0,0,0
2528,solitario,3,0,0,0,0,0,0,2,0,0,0,1
2529,pierna,3,0,0,0,0,0,0,0,0,1,0,1
2530,ejercicio,3,0,1,0,0,0,0,3,0,0,0,1
2531,pared,3,0,0,0,0,0,1,0,0,0,0,0
2532,captura,3,0,0,0,0,0,0,0,0,0,0,0
2533,montar,3,0,0,1,0,0,0,0,0,0,0,0
2534,deseo,3,0,0,0,0,0,0,0,0,1,0,1
2535,cielo,3,0,0,0,0,0,0,1,0,1,0,1
2536,junta,3,0,0,1,0,0,0,0,0,0,0,0
2537,alegría,3,0,0,0,0,0,0,0,0,0,0,1
2538,invierno,3,0,0,0,0,0,0,0,0,2,0,1
2539,se sentó,3,0,0,1,0,0,0,0,0,1,0,0
2540,escrito,3,0,1,0,0,1,0,1,0,1,0,0
2541,salvaje,3,0,0,0,0,0,0,0,0,0,0,0
2542,instrumento,3,3,0,1,2,0,0,0,1,2,0,0
2543,mantuvo,3,0,0,1,0,0,0,0,0,0,0,0
2544,vidrio,3,0,0,0,0,0,1,2,0,0,0,1
2545,césped,3,0,0,0,1,0,1,0,0,0,0,0
2546,vaca,3,0,0,0,0,0,0,0,0,0,0,0
2547,trabajo,3,2,0,0,0,0,0,0,0,0,0,0
2548,borde,3,0,0,0,0,0,0,0,0,0,0,0
2549,señal,3,0,0,0,0,0,0,0,0,0,0,0
2550,visitar,3,0,0,0,0,0,0,0,0,0,0,0
2551,pasado,3,0,0,0,0,0,0,0,0,0,0,0
2552,suave,3,0,0,0,0,0,0,0,0,0,0,1
2553,divertida,3,0,0,0,0,0,2,0,0,0,0,0
2554,brillante,3,0,2,2,0,0,0,1,1,0,0,0
2555,gas,3,0,0,0,0,0,0,0,0,0,0,0
2556,clima,3,0,0,0,0,0,0,0,0,0,0,0
2557,mes,3,0,0,0,0,0,0,0,0,1,0,0
2558,millón,3,0,1,1,0,0,0,0,1,0,0,0
2559,llevar,3,0,1,1,0,0,0,0,1,0,0,0
2560,finalizar,3,0,0,0,0,0,0,0,0,1,0,0
2561,contento,3,0,0,1,0,0,0,0,0,1,0,0
2562,esperar,3,0,0,0,1,0,0,0,0,1,0,0
2563,flor,3,0,0,0,0,0,0,0,0,0,0,0
2564,vestir,3,1,0,0,1,0,0,0,1,1,0,0
2565,extraño,3,2,0,0,0,0,0,0,0,0,0,0
2566,desaparecido,3,0,0,0,0,0,1,1,1,1,0,0
2567,comercio,3,0,1,0,0,0,0,3,0,0,0,1
2568,melodía,3,0,0,0,0,0,0,0,0,0,0,1
2569,viaje,3,0,0,0,0,0,0,0,0,0,0,1
2570,oficina,3,0,0,0,0,0,0,1,0,1,0,0
2571,recibir,3,0,0,0,0,0,0,1,0,0,0,0
2572,fila,3,0,0,0,0,0,0,1,0,0,0,0
2573,boca,3,0,0,0,0,0,0,0,0,0,0,0
2574,exacto,3,0,0,0,0,0,0,0,0,0,0,0
2575,símbolo,3,0,0,1,0,0,0,0,0,0,0,0
2576,morir,3,0,0,0,0,0,0,0,0,0,0,0
2577,el menos,3,0,0,0,0,0,0,0,0,0,0,0
2578,problema,3,0,3,1,0,0,0,0,0,0,0,0
2579,grito,3,0,0,0,0,0,0,0,0,0,0,0
2580,excepto,3,0,0,0,0,0,0,0,0,0,0,0
2581,escribió,3,0,1,0,0,1,0,1,0,1,0,1
2582,semilla,3,0,1,1,0,0,0,1,1,0,0,0
2583,tono,3,0,0,0,0,0,0,0,0,0,0,0
2584,unirse,3,0,0,0,0,0,0,0,0,0,0,0
2585,sugerir,3,0,0,0,0,0,0,0,0,0,0,0
2586,limpio,3,0,0,0,0,0,0,2,0,0,0,1
2587,descanso,3,0,1,0,0,1,0,1,0,1,0,0
2588,dama,3,0,0,0,0,0,0,0,0,0,0,0
2589,yarda,3,0,0,0,0,0,0,0,0,0,0,0
2590,elevar,3,0,0,0,0,0,0,0,0,0,0,0
2591,malo,3,0,0,0,0,0,0,0,0,0,0,0
2592,explotar,3,0,0,0,0,0,0,0,0,0,0,0
2593,aceite,3,0,0,0,0,0,0,0,0,0,0,1
2594,sangre,3,1,0,0,1,0,0,0,1,0,0,0
2595,tocar,3,0,0,0,0,0,0,0,0,0,0,0
2596,creció,3,0,0,0,0,0,0,1,0,0,0,1
2597,centavo,3,0,0,1,0,0,0,0,0,1,0,0
2598,mezcla,3,0,0,0,0,0,0,1,0,0,0,0
2599,equipo,3,1,0,1,1,1,0,1,0,0,0,1
2600,cable,3,0,1,0,0,0,0,0,0,0,0,0
2601,costo,3,1,0,0,1,0,0,0,1,0,0,0
2602,perdió,3,0,0,0,0,0,1,0,0,0,0,1
2603,marrón,3,0,0,1,0,1,0,0,0,0,0,0
2604,tener puesto,3,1,0,0,1,0,0,1,1,1,0,1
2605,jardín,3,0,0,0,0,0,0,0,0,0,0,0
2606,igual,3,0,0,1,0,1,0,0,0,0,0,1
2607,enviado,3,0,0,0,0,0,0,0,0,0,0,1
2608,elegir,3,0,0,0,0,0,0,0,0,0,0,0
2609,cayó,3,0,0,0,0,0,0,0,0,0,0,0
2610,adaptar,3,0,0,0,0,0,0,0,0,0,0,0
2611,caudal,3,0,0,0,0,0,0,0,0,0,0,1
2612,justa,3,1,0,0,1,0,0,0,1,0,0,0
2613,banco,3,0,2,1,0,1,0,0,0,0,0,0
2614,recoger,3,0,0,0,0,0,0,0,0,0,0,0
2615,ahorrar,3,0,0,1,0,1,0,0,0,0,0,0
2616,decimal,3,0,0,0,0,0,0,1,0,0,0,0
2617,oído,3,0,0,0,0,0,0,0,0,0,0,1
2618,más,3,0,0,0,0,0,0,0,0,0,0,0
2619,bastante,3,1,0,1,1,0,0,0,1,0,0,0
2620,rompió,3,0,0,0,0,0,0,0,0,0,0,1
2621,caso,3,0,0,0,0,0,0,0,0,0,0,0
2622,medio,3,0,0,0,0,0,2,2,0,0,0,1
2623,matar,3,0,0,0,0,0,0,0,0,0,0,0
2624,hijo,3,0,0,0,0,0,0,0,0,0,0,0
2625,lago,3,0,0,0,0,0,0,1,0,0,0,0
2626,momento,3,0,0,1,0,0,0,0,0,1,0,0
2627,escala,3,0,1,0,0,1,0,2,0,1,0,0
2628,alto,3,0,0,0,0,0,0,0,0,0,0,0
2629,primavera,3,0,2,1,0,0,0,0,0,0,0,0
2630,observar,3,0,0,0,0,0,0,0,0,0,0,0
2631,niño,3,0,0,0,0,0,0,0,0,0,0,0
2632,directo,3,0,0,0,0,0,1,0,0,0,0,0
2633,consonante,3,0,0,1,0,0,0,0,0,0,0,0
2634,nación,3,0,0,0,0,0,0,1,0,0,0,1
2635,diccionario,3,0,0,0,0,0,1,3,0,0,0,1
2636,leche,3,1,0,1,0,0,1,2,1,2,0,0
2637,velocidad,3,0,0,0,0,0,1,1,1,0,0,0
2638,método,3,0,0,0,0,0,0,0,0,0,0,0
2639,organo,3,0,0,0,0,0,0,0,0,0,0,0
2640,pagar,3,0,0,0,0,0,0,0,0,0,0,0
2641,años,3,0,0,0,0,0,0,0,0,0,0,0
2642,sección,3,0,0,0,0,0,0,1,0,0,0,1
2643,vestir,3,1,0,0,1,0,0,0,1,1,0,0
2644,nube,3,0,0,0,0,0,0,0,0,0,0,0
2645,sorpresa,3,0,2,1,0,0,0,0,0,1,0,0
2646,tranquilo,3,3,0,1,1,1,0,1,0,0,0,1
2647,piedra,3,0,0,0,0,0,1,0,0,1,0,1
2648,diminuto,3,0,0,0,0,0,1,0,0,1,0,0
2649,subida,3,0,0,0,0,0,1,0,0,0,0,0
2650,frío,3,0,1,0,0,0,0,0,0,0,0,1
2651,diseño,3,0,0,0,0,0,1,0,0,0,0,0
