,word,lang,pairs_eng,pairs_cat,pairs_esp,pairs_ger,pairs_por,pairs_pol,pairs_ita,pairs_swe,pairs_fre,pairs_rus,diptongos,pre_eng,pre_esp,pre_cat,pre_ita,pre_fra,pre_por,pre_ale,pre_sue,pre_pol,pre_rus,suf_eng,suf_esp,suf_cat,suf_ita,suf_fra,suf_por,suf_ale,suf_sue,suf_pol,suf_rus,en_zipf,de_zipf,ca_zipf,es_zipf,fr_zipf,it_zipf,pl_zipf,pt_zipf,ru_zipf,sv_zipf
710,floor,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.94,3.06,2.51,2.79,2.86,3.02,2.88,2.88,2.9,2.85
711,either,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,5.33,2.64,1.96,2.29,2.31,2.39,2.25,2.34,1.99,2.67
712,result,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,2.81,2.17,2.61,2.4,2.41,2.11,2.64,2.06,2.51
713,burn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,3.46,1.97,2.86,3.49,3.08,3.07,3.1,2.65,3.37
714,hill,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82,3.98,3.8,3.94,3.88,3.99,3.99,4.17,3.32,4.16
715,safe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.07,4.02,2.77,3.14,3.26,3.26,3.49,3.19,2.83,3.66
716,cat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78,3.86,4.17,3.79,3.88,4.07,3.82,3.97,3.35,3.81
717,century,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.02,3.38,2.71,3.22,3.46,3.31,3.08,3.42,3.08,3.21
718,consider,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4.99,2.27,1.72,2.26,2.09,2.16,1.61,2.34,1.73,2.48
719,type,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.27,3.67,2.84,3.1,5.32,3.37,3.53,3.43,3.45,3.67
720,law,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.46,3.93,3.75,3.65,3.65,3.9,3.75,3.99,3.05,3.64
721,bit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37,3.92,3.29,3.25,3.44,3.79,3.78,3.72,3.18,4.75
722,coast,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87,3.19,2.81,2.93,3.25,3.55,3.14,3.18,2.56,3.35
723,copy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4.77,3.27,2.4,3.06,2.75,3.02,2.87,3.07,2.45,3.04
724,phrase,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.3,3.37,1.29,2.09,4.65,2.1,1.5,1.74,1.43,2.18
725,silent,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45,3.28,2.54,3.03,3.06,3.05,3.13,3.22,3.14,3.29
726,tall,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.52,2.89,4.37,2.77,2.72,2.96,2.76,2.73,2.3,3.56
727,sand,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44,4.37,2.94,3.09,3.4,3.07,3.37,3.33,2.42,4.08
728,soil,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42,2.73,2.1,2.39,2.48,2.25,2.4,2.01,2.18,2.4
729,roll,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,3.88,3.53,3.69,3.51,3.66,3.55,3.78,3.1,5.17
730,temperature,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,4.64,2.63,1.73,2.14,2.92,4.15,2.36,2.44,2.36,2.09
731,finger,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4.48,4.66,2.67,2.61,2.64,3.22,2.88,2.8,2.53,4.22
732,industry,1,3,1,1,2,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,5.19,3.22,2.52,2.95,3.03,3.14,3.25,3.27,2.69,3.05
733,value,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.15,3.59,2.74,3.0,3.73,3.21,3.02,3.28,2.76,3.11
734,fight,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,3.53,2.43,3.04,3.45,3.44,3.52,3.61,3.43,3.78
735,lie,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4.84,3.53,2.08,3.22,3.91,3.09,3.21,3.06,2.78,3.24
736,beat,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.01,3.86,3.31,3.37,3.44,3.43,3.28,3.66,3.08,3.53
737,excite,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.29,1.52,0.0,2.4,3.57,1.54,1.37,2.01,1.59,1.48
738,natural,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,5.11,3.48,5.07,5.03,3.22,3.55,3.51,4.99,2.86,3.37
739,view,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19,3.67,3.44,3.65,3.5,3.73,3.7,4.07,3.2,3.45
740,sense,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.19,3.51,6.04,3.17,3.05,3.41,3.34,3.31,2.76,3.47
741,chair,1,1,0,1,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,4.69,2.91,2.5,2.38,4.23,2.68,2.51,2.72,2.21,2.8
742,danger,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4.59,2.96,1.84,2.75,4.75,2.95,3.25,3.36,2.57,3.08
743,fruit,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57,3.03,4.51,2.96,4.38,2.99,2.75,2.97,2.71,2.85
744,rich,1,1,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.91,3.67,3.13,3.39,3.37,3.65,3.64,3.74,2.92,3.54
745,thick,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46,2.18,1.54,2.03,2.08,2.17,1.89,1.93,2.01,2.08
746,soldier,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4.46,2.7,1.87,2.6,2.58,2.53,2.61,2.84,2.57,2.88
747,process,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.26,3.33,2.54,2.8,3.46,2.96,3.2,3.3,2.53,4.2
748,operate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.5,1.95,0.0,1.75,1.62,3.21,1.35,1.81,1.74,1.22
749,practice,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.06,3.41,2.41,2.85,2.96,3.26,2.89,3.26,2.47,2.83
750,separate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.83,3.44,1.67,2.28,2.06,3.99,2.28,1.79,1.87,2.04
751,difficult,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07,2.37,1.78,2.09,2.34,2.2,2.16,2.26,1.97,2.25
752,doctor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.9,3.84,4.59,4.91,3.37,3.58,3.57,3.68,3.03,3.55
753,please,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.66,3.71,3.47,3.59,3.51,3.85,4.02,3.84,3.32,3.93
754,protect,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92,2.79,2.36,2.51,2.64,2.69,3.08,2.91,2.36,2.42
755,noon,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11,2.53,1.54,2.3,2.53,2.49,2.7,2.66,1.69,2.12
756,crop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15,2.61,2.08,2.65,3.11,2.51,2.64,2.31,1.9,2.58
757,modern,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07,4.24,4.46,3.28,3.27,3.37,3.5,3.47,3.42,4.68
758,element,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.46,4.17,4.57,2.5,2.81,2.56,4.51,2.57,2.51,4.09
759,hit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37,4.12,3.32,3.58,3.53,3.82,4.0,4.18,3.07,5.25
760,student,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02,4.13,2.75,2.93,2.74,3.2,4.25,3.1,2.63,4.4
761,corner,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4.75,3.15,3.12,3.19,3.58,3.52,3.23,3.12,2.34,3.19
762,party,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.49,4.8,3.94,3.9,3.99,4.32,4.2,4.13,3.54,4.29
763,supply,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4.81,3.22,2.36,2.73,2.93,2.87,2.56,3.03,2.41,3.11
764,whose,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.07,2.53,1.66,2.38,2.31,2.27,2.3,2.62,2.08,2.32
765,locate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.94,1.5,1.19,1.28,1.25,2.41,1.15,1.42,1.16,0.0
766,ring,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.81,4.54,3.47,3.66,3.71,3.75,3.61,3.32,2.95,4.74
767,character,1,1,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,5.11,3.27,2.2,2.52,2.87,2.97,2.85,3.0,2.26,2.7
768,insect,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.76,2.3,0.0,1.72,2.01,1.61,1.64,1.72,1.38,1.7
769,caught,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,2.47,1.34,2.0,2.34,2.07,2.3,2.75,2.21,2.51
770,period,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.21,2.98,2.0,2.72,2.74,2.91,2.85,2.87,2.33,4.64
771,indicate,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.35,1.72,1.05,1.5,1.37,3.94,0.0,1.74,1.38,1.09
772,radio,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01,4.68,4.39,5.03,4.92,4.99,4.76,4.35,3.66,4.73
773,spoke,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.61,2.14,1.32,1.9,2.1,2.17,1.76,1.87,1.98,1.69
774,atom,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72,3.77,2.19,2.88,2.89,2.91,3.57,2.97,2.95,3.22
775,human,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,3.92,3.7,3.69,3.67,3.78,3.91,3.86,3.47,3.93
776,history,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.39,3.91,3.06,3.61,3.54,3.81,4.11,3.85,3.27,3.61
777,effect,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02,3.48,2.15,3.04,3.32,3.28,3.42,3.3,3.2,3.45
778,electric,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72,3.5,3.6,3.32,3.62,3.31,3.43,3.4,3.45,3.3
779,expect,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01,2.37,1.62,2.06,2.07,2.01,1.88,2.27,2.06,2.05
780,bone,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.47,3.15,2.65,3.1,3.08,3.19,3.01,3.32,2.51,3.12
781,rail,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41,3.15,2.58,2.76,3.84,3.07,3.04,2.74,2.94,2.83
782,imagine,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.92,2.84,3.43,3.62,4.74,3.27,3.03,4.41,2.91,2.93
783,provide,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.15,2.5,1.77,1.98,2.29,2.33,1.69,2.41,1.76,2.0
784,agree,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.97,2.65,1.05,2.21,2.37,2.23,2.34,2.32,1.77,3.14
785,thus,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.91,2.51,1.57,2.08,2.27,2.03,2.05,2.1,1.76,2.2
786,gentle,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4.17,2.56,1.84,2.13,2.13,2.3,2.58,2.72,2.12,2.5
787,woman,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.35,3.57,3.58,3.47,3.47,3.67,3.89,3.74,3.28,3.74
788,captain,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.89,3.95,2.73,3.02,3.53,3.2,3.05,3.17,2.72,3.55
789,guess,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.17,3.18,1.93,2.85,3.11,3.23,3.44,3.09,2.81,3.45
790,necessary,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4.91,2.62,1.81,2.26,2.33,2.23,2.34,2.47,2.06,2.16
791,sharp,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48,3.18,3.45,3.23,3.23,3.46,3.28,3.57,3.03,3.27
792,wing,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4.61,3.43,2.88,3.13,3.15,3.1,3.32,3.18,2.55,3.28
793,create,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.02,2.8,2.33,2.68,2.48,3.99,2.8,3.36,2.47,2.43
794,neighbor,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.11,1.92,1.34,1.9,1.63,1.81,1.95,2.39,1.77,1.66
795,wash,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.46,2.93,1.96,2.84,2.86,2.77,2.84,3.01,2.53,3.04
796,bat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,4.28,3.77,3.23,4.44,3.37,3.4,3.33,2.79,3.37
797,rather,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,5.32,2.96,1.93,2.57,2.57,2.49,2.68,2.76,2.37,2.78
798,crowd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,3.09,2.1,2.61,2.61,2.9,2.69,2.85,2.31,2.78
799,corn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19,2.89,3.04,2.87,3.47,3.3,2.59,2.62,2.21,2.9
800,compare,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,4.45,2.23,1.81,3.18,4.05,4.25,1.71,3.48,1.36,1.99
801,poem,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,2.73,1.61,2.16,2.22,2.11,2.36,2.93,1.54,2.58
802,string,1,4,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.4,3.49,2.71,2.81,3.45,3.0,3.55,3.35,2.54,3.31
803,bell,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.59,3.83,4.4,3.81,4.06,3.86,3.65,3.86,3.4,3.76
804,depend,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,1.57,1.43,1.85,3.12,1.53,1.42,2.18,1.32,1.75
805,meat,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63,2.94,2.08,2.73,2.83,2.82,2.85,2.63,2.61,3.0
806,rub,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97,2.86,1.72,2.47,2.44,2.68,2.74,2.57,2.45,2.41
807,tube,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.36,3.56,2.59,3.37,4.21,3.29,3.19,3.58,2.63,2.77
808,famous,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.84,2.97,2.06,2.52,2.96,2.66,3.05,3.27,2.3,3.1
809,dollar,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,4.59,4.92,2.84,2.95,4.02,2.68,2.59,3.1,2.39,4.55
810,stream,1,3,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.62,4.19,2.97,3.35,3.57,3.47,3.68,3.37,3.19,3.84
811,fear,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,4.95,3.19,2.27,2.93,2.95,3.13,3.47,3.39,3.06,3.34
812,sight,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54,2.62,1.81,2.53,2.43,2.43,2.46,2.94,2.33,2.61
813,thin,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.47,2.91,2.06,2.47,2.53,2.61,2.72,2.97,2.26,2.98
814,triangle,1,3,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.93,2.58,3.81,2.69,3.9,2.9,2.5,2.92,2.16,2.49
815,planet,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68,4.03,3.45,3.39,3.43,3.54,4.1,3.56,3.13,4.45
816,hurry,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4.14,2.29,1.17,1.92,2.0,2.0,2.15,2.09,2.12,2.41
817,chief,1,1,0,1,0,0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11,3.75,2.15,2.85,3.12,3.13,3.0,3.47,2.43,3.35
818,colony,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4.12,2.4,1.76,2.24,2.54,2.46,2.31,2.27,2.2,2.54
819,clock,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43,2.85,2.22,2.44,2.55,2.94,2.74,3.13,2.55,2.9
820,mine,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.04,3.78,3.02,3.01,4.44,3.6,3.53,3.61,3.18,3.28
821,tie,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4.51,3.18,2.72,3.31,3.23,3.22,3.32,3.3,2.32,2.75
822,enter,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,4.81,3.21,2.88,3.07,2.82,2.79,3.33,3.32,3.07,3.16
823,major,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.3,4.21,5.41,3.25,4.37,3.6,4.06,4.45,2.74,4.24
824,fresh,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83,3.46,2.47,2.9,3.14,2.98,3.17,3.26,2.94,3.27
825,search,1,1,1,1,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96,3.38,2.99,3.35,3.27,3.49,3.56,3.82,2.81,3.24
826,send,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11,3.14,2.1,2.93,2.9,3.15,2.98,3.1,2.69,2.97
827,yellow,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69,3.3,3.08,2.99,3.15,3.23,3.19,3.19,2.79,3.18
828,gun,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96,3.41,3.16,3.26,3.51,3.21,3.33,3.29,3.2,3.65
829,allow,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01,2.39,1.45,2.21,2.18,2.04,2.34,2.78,1.86,2.03
830,print,1,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54,3.83,2.61,3.01,3.16,3.06,3.09,3.7,3.11,3.39
831,dead,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19,3.96,3.65,3.71,3.95,3.79,3.91,4.04,3.8,3.89
832,spot,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89,3.85,2.98,3.54,3.74,4.27,3.82,3.39,2.52,3.55
833,desert,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,3.14,4.39,3.04,3.14,3.12,3.21,3.34,2.86,3.16
834,suit,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,2.83,2.19,2.64,4.69,2.73,2.63,2.89,2.55,2.7
835,current,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.27,3.13,2.42,2.97,2.94,2.87,3.22,3.14,2.81,2.95
